id,saleprice
2494,116561.52952395845
2870,202143.20106822718
7,217442.576667713
1114,241153.86355872476
2418,273451.6483798623
291,119080.86576841166
18,351433.5962795331
39,344289.3905483971
1001,253891.48311670683
2442,239646.5392206835
616,119153.81049108459
2680,28899.26717249723
1414,114314.7355510781
289,149023.42654691054
40,248166.8388841923
860,124904.80988683016
409,141406.62701360043
673,157101.8280341751
2427,185090.11448011314
2036,206532.88111020694
2564,148009.39626378217
642,188977.54322802485
1008,181135.4004631734
1908,152124.6054627397
2519,204683.81384482398
1369,90536.96565258154
2855,162684.53002080251
712,75361.04773827549
1943,102693.17489303998
1958,136236.95386963105
107,166911.10988434008
2295,190532.12597523048
704,94331.98239690904
676,126488.99199795024
259,184343.3743416951
93,269895.3320446776
106,236563.89205175405
2315,197046.04471535143
1050,106089.0704926895
1095,199890.71790599334
2709,140176.27605556068
758,163034.05860056914
1496,168266.6729179863
2370,127890.39397775847
2458,256448.79546036315
2733,136435.89706503414
161,268708.0573007525
726,158118.5281114322
845,215148.49768374907
947,255520.6778425551
2232,118750.6503757115
2563,145863.18398088054
2299,147928.18708939268
211,100080.46079504979
605,192854.67785893846
1478,209155.36491825595
2247,252330.90428876947
2274,202189.73502492718
2869,197577.0507614375
967,219250.5921969337
2656,108230.08237141673
667,238852.89078599005
1042,114690.59916485706
2023,167603.76547183422
2447,371554.61407687375
2055,114377.9532495006
2275,276474.3610838249
2204,166323.98334712302
1563,254656.69413283654
483,218497.30937969172
796,134712.28565865452
1526,151729.52213627938
2042,177434.25871421956
442,342997.9010856664
1693,334640.2849562294
1468,215436.9841862258
1430,186645.01476740022
2605,191242.65996108437
1529,174464.54211267573
335,128458.1764926142
1287,134842.51129465643
31,106596.04247834068
1785,309196.1578454713
82,170646.4677525533
2620,129374.25963126216
252,204217.78242591745
721,63329.264557639486
2165,200900.56277949852
2316,183110.00667108689
775,127225.95758053311
1558,115472.83699360443
17,203336.53736539395
1022,238453.3127286341
925,116946.54202745063
438,278849.4314011913
1270,142842.76455984265
1272,114991.6246743009
215,146582.58888295153
266,224362.77292312006
2402,300748.0717799964
1250,127816.99829146895
1984,122034.7152078601
1279,140924.0719962353
377,252063.1230070016
1252,122984.59436213202
2156,252373.98088242044
499,286295.65894609713
1374,123802.7130746087
2898,256150.09854092053
401,105937.77944087214
2721,185291.15473618452
2078,241440.42376335687
2589,119074.05208131718
1946,247524.73358829902
1334,119133.47361110733
2781,240240.28018258396
431,375847.3303593742
576,204433.52741280338
1474,203365.85700027016
2254,137952.82133078622
2155,270504.10158154694
885,84991.11139359907
643,126469.00553979026
1944,124222.30470625963
480,208451.02283748658
2845,98525.80878140614
2387,288941.40019878023
2407,215136.21648129262
2527,171431.50240650424
2514,160680.69343064167
629,179996.60640041204
80,203702.17115879012
1876,142135.29286285676
1546,122070.80814822763
2518,176305.97499124333
2347,167054.97459028754
783,226353.70592273166
1322,59324.278980847914
194,66813.79119572754
1770,274884.26065881527
2143,176238.32514016493
1229,201363.7448438774
511,271474.3945055974
46,216660.3237720714
1348,180686.15145149291
2465,196880.39553274238
387,237706.38462290843
873,211197.660555623
1918,111048.21809847932
2764,232419.91188275
2184,124013.42098798184
934,159485.02024329966
1920,128013.6643176009
2631,148141.03749854467
1768,491631.16181514505
2040,121683.44288747269
1749,225912.0710673835
834,226589.5190058893
1457,247565.12619267986
79,118098.72810492571
2302,105951.15334230848
1817,127631.3191411728
2755,239230.87583925738
359,178897.43188326387
2059,107661.54326087702
2092,235904.29818150983
2516,242549.47333827778
150,107475.70407140674
1656,150201.55737242266
83,101860.75387410936
2411,197534.75501655764
795,44971.6944379597
2312,245209.0261586164
2917,119595.30467132083
1624,184064.7896646571
2215,277959.0461831426
1211,156878.33268240513
1485,160331.88615271123
1024,168334.7504990769
570,201009.6084080618
2874,138236.35289540584
700,173337.34932016348
2756,221699.6329329582
2022,194095.17409207276
583,222283.60864621378
2392,341226.79903637804
2424,212668.6338580856
212,110347.54448474059
736,131222.4244904581
1610,170428.69597884198
890,125834.16611800739
467,185834.92241581925
578,230340.1646781587
1747,173247.01686285506
1149,172688.7491708158
2758,241665.57055373653
857,118792.91632492421
2219,250233.86461294908
733,117759.7646827898
2909,127732.1174848543
1798,270786.46685583657
235,142499.5582672886
2366,140099.14384873747
1027,129529.95005194237
1195,131481.61436004099
1303,21301.457178590703
148,178465.0857473621
608,159901.38618623512
2515,192728.85006806557
821,315021.049280975
2500,261427.17490874464
745,113382.73385886475
741,139778.01335984957
1611,126292.20993602043
2532,122359.42305893614
1081,226362.16163657815
1692,393577.0749930183
2520,188751.7316446274
276,84355.99597565364
1992,125204.15652650734
663,9752.654269301682
418,133376.7120755324
1733,190656.5391107069
2359,146477.32307922305
253,198821.8690675071
1518,175573.5761927436
2035,151450.50669185864
2919,77593.01763844304
1540,219344.66500410065
2120,153585.86768336105
1674,198871.24622813216
256,138617.46768847434
2361,92334.75601948285
978,77936.36517313798
2280,156266.67324998416
2095,221348.9019320896
1709,295126.5487001636
2801,238794.35412765038
1246,90701.51759987674
2373,115088.06950645777
1055,258199.24712865567
2017,111404.88769320864
1099,257323.3671511612
1344,58758.815072443685
835,184109.3660078817
1117,255629.4393821687
2043,79046.31836795341
2085,127169.21159318695
410,173732.4085137872
2650,110224.27911284147
2867,162032.90322908852
1668,112216.30820852425
1161,181731.94477159716
2122,173310.02288773144
2539,138404.6885658463
1047,150763.62633044226
1445,119871.74804203492
541,130007.51313483063
569,238762.0431482948
1276,118303.92075043474
918,144377.8565321376
326,191958.25071710907
1936,115296.94775731093
895,89897.32236354612
257,139409.7532728077
1241,181833.59043813823
1545,116994.73276367434
1189,172301.571409632
270,144879.8795066313
2066,213567.77117659384
693,107112.81443469436
1259,184594.52139167627
2916,153174.99243525672
2321,281533.90082742064
1977,107527.07877333718
1895,159802.8973295791
1240,162531.12000861624
85,145214.60427914956
1823,120167.60439509223
825,272519.32696551364
110,228781.147602292
697,111745.79447070789
2297,89029.62592858844
1231,130854.15698736673
1355,131668.67882265546
968,341813.123027815
584,219166.30322069768
1315,105849.20515333954
1606,141427.66043748334
206,112266.4209450481
1685,337923.16112014605
2016,144199.49236300285
869,215514.4205182765
2135,119319.30865585897
2346,182783.19141043792
2430,231348.4851100135
2198,80751.98583409726
2652,118625.51879020152
27,109653.99189474923
241,178147.9773669974
906,122761.27135162009
1506,138496.2020690851
2098,326425.88287257263
1435,215867.0507551129
2213,95407.48766798037
1274,138983.72426839033
743,20727.26090447337
1737,199645.84277228243
2797,261989.47682886594
2185,43079.72351147968
58,178832.9085527854
830,198965.9427637125
808,105575.47921224823
680,163020.1844290048
1153,107244.17376849474
1291,141687.4215483244
1818,146886.22365269973
2161,190528.91768475366
1883,124280.93775685877
350,319757.71198963514
2473,144649.52167427912
295,183405.58539388934
293,201410.73835818586
859,114848.63202041574
288,60171.973427437595
1578,145485.16546182148
102,169524.32997053512
2831,185647.15203188057
1030,188154.5356600152
2551,131167.74582491117
1286,147590.64443413378
958,334873.7939302118
776,120524.9751493358
72,219301.08483897639
2263,258077.67234634096
1866,143705.86484413524
2876,60080.718556142994
2146,268483.9846959498
103,177037.81837216928
1500,150568.631412443
492,196992.5935708515
167,136612.12718904088
2597,109989.38721778663
2685,116117.44284185302
1035,144183.92488136794
1220,22964.090514657437
2602,153118.21504521533
2159,223985.80393186864
695,156808.71741479263
1109,239554.7069234266
640,190943.30924410326
1652,160980.10360008804
2090,190604.54181380896
1188,209087.83035646472
2345,227678.80567307142
1059,388722.3233248058
2751,240655.85880784108
128,213041.9183003758
1523,178865.9283290028
2925,162071.0513211824
2145,285714.6332312247
1121,220735.1569789655
566,301288.8537950213
565,214755.39025705378
1331,150189.50733563
2928,110916.27118535992
156,138374.94578800746
797,161611.58394161123
327,96701.00585256936
2859,144474.8603532624
1453,102270.70269768662
1762,312341.22550868266
1868,201406.76254463848
1760,194763.01406882424
1113,259869.01416111877
1812,190222.4109075975
117,159255.54321157536
1142,212229.11008429015
2342,344418.4326445428
927,135020.0898522709
2478,203292.12965273112
655,72216.79402737971
2064,108375.56159878965
369,232442.9103676821
2239,128452.48843309889
2732,208198.1489472792
1653,166852.0467169073
959,213606.15705963643
2395,343976.64377341047
1412,96354.79451618716
271,250600.67706074961
1484,157827.82653551642
1497,146914.69135266892
552,154013.1402384725
2,122692.48103336687
1855,270719.5030676171
4,298510.11690360797
2292,162744.21805607365
134,146040.03373704688
646,123672.41510457383
42,328581.502448539
532,221116.8702656061
713,102324.92644247762
2561,121316.4791302227
2360,128815.75320829544
1333,117847.66847493686
1407,201654.7217815444
2892,263276.1254999598
574,218917.25065127527
1227,180191.47618558398
2591,215495.73911965522
1476,204817.1072110287
1125,257395.11492411676
1446,124039.24222516175
408,117919.73771887529
1101,269454.10484924074
2251,202244.38064389979
373,202602.76525469404
2554,118392.2886179171
2382,267439.8020849428
1985,71617.8007555157
519,214984.8181800167
1093,203839.17719791573
864,259094.43872416695
2889,144935.44715101458
2308,207501.324346259
986,150328.94218791462
1302,155230.95267715259
585,157940.0296330722
2708,143309.63534313557
147,130992.54897470563
1441,222776.03097060975
383,170820.35926254117
285,170972.7565053685
181,117515.95718677854
358,175576.53734787903
780,165872.4493226353
258,208869.65922826482
1865,213419.31043771468
692,131178.301437706
2902,297290.3140088888
508,264195.37601965456
2638,142588.22429509205
36,169535.54532198585
611,175729.2707609411
2281,120255.06699867896
1678,172686.67133803875
1696,410093.0831369213
1557,69704.7706618288
2180,161203.61943962565
1726,230201.21548047476
951,137709.30476701702
267,240310.7781041821
2706,135293.77815765585
2221,211484.5391738871
1357,176108.95177198783
2901,284602.57187687955
347,186092.49825618672
2164,191572.0831865524
1586,286904.16801050305
360,174440.5243128175
1769,226307.91235898156
2617,134494.57634202135
1879,174406.1801205459
991,217457.667896515
1535,115403.56587633677
1191,172486.6891258005
1579,206868.14918869734
1882,134462.31554025016
1510,132835.42511640722
2196,170973.81616341975
1845,179235.2902421991
2336,367091.7277943003
942,92386.39896568027
861,121163.88792898669
2555,96614.7117028432
1392,159188.9272179706
2099,270784.1692839088
1543,140319.2892156234
948,268779.77554971515
1239,161927.86081298883
22,179849.397636435
2796,239786.67969137407
2747,178424.91518769646
92,272817.23364218604
210,177033.5339176769
1858,210223.74476948474
2228,177093.46291947132
447,222055.26502486994
827,242468.5040467605
1649,209139.92360818665
682,129601.45984262764
2698,115118.9848275599
494,174736.71129360958
214,102732.96636783448
2441,242505.9904790616
2679,102272.99419333739
1336,122988.07783230161
465,196582.59153835732
1524,134372.72289115284
2543,114480.10750025976
631,124291.76969067007
2452,286658.09188226704
228,161130.32294131978
126,166445.44080325658
1092,215455.0618343202
1122,212462.91304583242
932,199643.43805336673
1980,80508.95178387407
2171,109421.25534434034
551,158646.10342514352
2768,178945.77145193913
2056,112499.881989246
1159,329958.91112980805
2645,140284.6509590624
1174,174988.53877622192
2266,210938.29976278613
2462,384727.66105724056
1219,133673.65501974546
2922,202424.94341350556
118,144263.35257857968
474,196370.4435609749
2576,157272.2773100864
872,271628.5555426581
1077,229422.89438161207
1536,144184.33563877456
1150,128005.52657512412
2341,275800.40853775875
1931,172383.93268441502
2785,121151.01055336208
2538,119745.3208980523
597,219862.7090303197
464,193377.46983704506
233,212996.70236126287
2169,124372.21759771206
2123,162122.6766508459
1867,171033.40252050874
137,266893.0441016103
515,228283.18460129644
933,135806.0030757105
2784,162508.77714504278
972,176778.66566527262
599,176038.9059502657
2614,112568.9770539417
2582,143396.11724939966
1409,177153.12741735368
175,98238.79008363001
352,221394.764537164
976,87045.02616522601
2134,198734.08097970742
984,94505.90065586683
2396,348293.01524399547
1673,146795.97678629332
404,132214.39033686253
607,173109.97631838708
814,165020.41735665826
868,203159.36759230332
2271,215580.95461640158
1633,236833.3981673706
337,212401.2592346412
2765,165793.1738467184
1746,236776.5274673798
368,305615.53719537356
2806,205874.5280423204
1662,193066.28522563446
1234,209958.91845934233
1373,134704.7473441707
1672,103808.14212915674
1939,117215.8239840176
